Transaction_ID,Date,Customer_ID,Customer_Age,Gender,City_Area,Product_ID,Product_Name,Product_Category,Quantity,Unit_Price,Discount,Total_Amount,Payment_Method,Purchase_Channel
TXN-00062,2025-03-17,701a490f-dce4-4d93-b3b4-8872c3e13516,46,Male,Jumeirah,CLO-279,Shoes,Clothing,4,292.23,25.49,1143.43,Card,In-Store
TXN-00063,2025-07-01,ffffa044-f8d8-4594-bac5-f558e057150c,47,Female,Jumeirah,ELE-161,Smartphone,Electronics,5,238.92,14.79,1179.81,Wallet,Online
TXN-00064,2025-03-06,e7ad3345-e2a3-4507-ba30-79de2680a18b,59,Female,Al Barsha,HOM-479,Curtains,Home Decor,4,160.94,19.13,624.63,Wallet,In-Store
TXN-00065,2025-06-26,abb2ae67-ec2b-48d6-9d22-aa4d82d627a7,38,Male,Jumeirah,CLO-303,Dress,Clothing,3,38.11,12.88,101.45,Cash,In-Store
TXN-00066,2025-03-07,5a992c79-bbaa-4635-862e-b59ce6cb89b2,52,Female,Jumeirah,GRO-705,Rice,Groceries,4,374.39,23.44,1474.12,Wallet,Online
TXN-00067,2025-07-21,7f922f5f-9a7a-46eb-88dc-3ce70002d529,28,Male,Al Barsha,GRO-792,Eggs,Groceries,3,69.31,3.93,204.0,Card,Online
TXN-00068,2025-05-14,4bdfe2e2-ee0b-4240-8875-2487a718fbf1,62,Female,Bur Dubai,CLO-155,Dress,Clothing,5,432.04,25.35,2134.85,Card,In-Store
TXN-00069,2025-06-01,c4db9eef-0b19-45c4-919c-fffcfa772428,45,Male,Dubai Marina,BEA-225,Foundation,Beauty,5,194.34,36.84,934.86,Cash,Online
TXN-00070,2025-07-16,60f7a953-f4e3-4627-b48b-90196799f2c8,45,Male,Jumeirah,GRO-831,Fruits,Groceries,1,221.91,49.93,171.98,Wallet,Online
TXN-00071,2025-02-05,59bf78be-a2cb-452d-a214-b77040708cf2,47,Female,Al Barsha,GRO-874,Milk,Groceries,4,481.42,0.16,1925.52,Card,Online
TXN-00072,2025-06-14,fc652fb8-c292-4c7e-aae6-42cc6466f5e8,27,Female,Jumeirah,CLO-219,Jeans,Clothing,4,145.41,26.21,555.43,Wallet,In-Store
TXN-00073,2025-05-21,fb9315ad-b1f0-4300-a15f-60b8c8a22d14,39,Male,Jumeirah,ELE-137,Laptop,Electronics,2,461.8,0.39,923.21,Card,Online
TXN-00074,2025-04-19,f48995f0-770f-43ae-a0c1-eb3e624edf37,32,Male,Bur Dubai,BEA-774,Foundation,Beauty,2,70.89,45.75,96.03,Cash,In-Store
TXN-00075,2025-07-13,1868c8b9-b0b2-4382-a04e-6c67508b5be0,56,Male,Jumeirah,GRO-864,Rice,Groceries,5,279.36,11.55,1385.25,Cash,In-Store
TXN-00076,2025-05-07,ef670fdd-ebd6-4d16-8941-6f2086aa17a5,26,Male,Jumeirah,BEA-588,Nail Polish,Beauty,4,118.24,17.11,455.85,Card,Online
TXN-00077,2025-01-28,ee25874b-574e-460f-bf2e-3bb55f734270,21,Female,Deira,GRO-608,Eggs,Groceries,2,372.83,49.55,696.11,Card,Online
TXN-00078,2025-04-24,096d91f3-8501-4ee8-9729-09164a25d332,33,Male,Al Barsha,GRO-262,Bread,Groceries,5,262.48,6.67,1305.73,Cash,In-Store
TXN-00079,2025-03-06,4156375b-6f6d-4537-bd48-9fb64ce17210,26,Male,Deira,HOM-519,Curtains,Home Decor,1,451.65,14.01,437.64,Cash,Online
TXN-00080,2025-05-04,204d377c-f355-4ccf-978a-ccf08fc583e7,49,Female,Al Barsha,GRO-826,Bread,Groceries,4,354.7,28.28,1390.52,Card,Online
TXN-00081,2025-02-07,2d72c365-c5dc-4950-abdf-ee5e046921b7,33,Female,Bur Dubai,GRO-584,Bread,Groceries,3,310.08,43.09,887.15,Wallet,In-Store
TXN-00082,2025-02-26,3815a300-3b95-486d-ac1c-e5ffe0bfbeac,60,Male,Al Barsha,BEA-541,Nail Polish,Beauty,1,411.72,13.38,398.34,Cash,In-Store
TXN-00083,2025-04-24,32e5dc8d-6fbf-41ae-ad04-3f26944f7ffd,36,Male,Al Barsha,HOM-143,Lamp,Home Decor,1,96.09,37.75,58.34,Wallet,In-Store
TXN-00084,2025-07-01,8ecdeb9b-a025-455d-99c3-15b90f7f4977,20,Male,Bur Dubai,CLO-359,Jacket,Clothing,5,228.77,42.58,1101.27,Wallet,In-Store
TXN-00085,2025-02-01,191edddc-a98b-4fa4-a0ff-8d02f9d34eae,64,Male,Jumeirah,CLO-398,Jacket,Clothing,1,465.62,23.62,442.0,Card,In-Store
TXN-00086,2025-05-13,2141b224-e1c2-400b-8c84-04d03f55926d,28,Male,Jumeirah,BEA-783,Foundation,Beauty,2,499.2,11.44,986.96,Wallet,In-Store
TXN-00087,2025-02-22,e0b13af8-5b8f-460c-98b3-cb171dd5811e,41,Female,Deira,HOM-331,Rug,Home Decor,4,375.44,21.32,1480.44,Card,In-Store
TXN-00088,2025-03-06,7525065a-89e0-4de3-b1f7-13ac0914cec7,26,Male,Bur Dubai,GRO-216,Milk,Groceries,5,154.23,42.06,729.09,Wallet,Online
TXN-00089,2025-04-11,d244e894-e0fc-4d18-971a-1e8186126dd7,21,Male,Bur Dubai,CLO-577,T-Shirt,Clothing,1,38.8,1.6,37.2,Cash,Online
TXN-00090,2025-02-20,e3477ddf-00d2-4aee-8693-07fb76c5da13,30,Male,Al Barsha,ELE-170,Smartphone,Electronics,5,148.45,18.28,723.97,Wallet,Online
TXN-00091,2025-07-19,99b6361b-163e-4b1d-b31c-1b961fe528fc,23,Female,Dubai Marina,CLO-521,Dress,Clothing,2,262.99,21.42,504.56,Wallet,Online
TXN-00092,2025-02-15,cdbc6ba2-5003-4da2-9020-87907b958f84,48,Male,Bur Dubai,BEA-648,Perfume,Beauty,1,180.84,28.77,152.07,Wallet,Online
TXN-00093,2025-04-01,379c0599-795a-4efb-a855-590f5ed7de2e,27,Male,Bur Dubai,HOM-678,Wall Art,Home Decor,4,215.91,16.4,847.24,Card,Online
TXN-00094,2025-07-08,6dde92f1-5d73-4ca1-9b90-810771dfe938,52,Female,Jumeirah,HOM-618,Cushion,Home Decor,1,15.69,40.78,-25.09,Cash,In-Store
TXN-00095,2025-04-15,cddc0a7c-9516-4606-897c-14662e9041c0,53,Female,Bur Dubai,ELE-340,Laptop,Electronics,5,55.91,48.58,230.97,Cash,Online
TXN-00096,2025-07-19,d14617b8-7783-465f-ad0c-7978f7e8879f,22,Male,Dubai Marina,BEA-349,Foundation,Beauty,1,106.08,46.3,59.78,Cash,Online
TXN-00097,2025-02-12,3bf6389a-bb2c-48ca-92ae-2eff7d97364e,44,Male,Jumeirah,BEA-144,Nail Polish,Beauty,3,114.44,27.93,315.39,Wallet,Online
TXN-00098,2025-06-16,4b49f596-700b-4873-9189-7bb24fc83d25,45,Female,Deira,BEA-633,Shampoo,Beauty,1,98.53,43.68,54.85,Card,Online
TXN-00099,2025-05-13,fcfc23d7-837a-47c2-a863-7b30fe66e250,52,Female,Dubai Marina,BEA-805,Perfume,Beauty,5,196.68,28.78,954.62,Wallet,In-Store
TXN-00100,2025-02-16,bfe6d2b6-6b6b-4ea2-801c-bd1a860d2808,64,Female,Dubai Marina,CLO-573,Jeans,Clothing,4,476.11,11.89,1892.55,Cash,In-Store
TXN-00101,2025-05-20,3200fe00-d21d-453f-b7a2-580eae12eed8,30,Female,Bur Dubai,ELE-344,Tablet,Electronics,5,412.83,21.71,2042.44,Cash,In-Store
TXN-00102,2025-05-07,7fba3152-320c-4c42-9b98-dee299b9b111,46,Male,Jumeirah,ELE-745,Laptop,Electronics,3,354.05,14.18,1047.97,Card,Online
TXN-00103,2025-02-11,8cc18877-3f71-4852-99e4-98eac220289f,61,Male,Bur Dubai,HOM-884,Lamp,Home Decor,1,270.52,13.0,257.52,Card,In-Store
TXN-00104,2025-02-26,18e81960-cbb6-49ea-be92-3d5cafb432f0,59,Male,Jumeirah,CLO-769,Jeans,Clothing,2,271.02,6.36,535.68,Wallet,Online
TXN-00105,2025-03-21,70f82dba-3663-485b-88ae-1cfd3af5618d,31,Female,Al Barsha,ELE-293,Smartphone,Electronics,1,223.16,40.05,183.11,Cash,In-Store
TXN-00106,2025-04-04,c20cb74a-31f4-41d8-b1bd-30508e2eb12d,50,Male,Al Barsha,CLO-744,Jeans,Clothing,3,41.74,25.57,99.65,Wallet,Online
TXN-00107,2025-06-22,a4d99fda-b2de-4dfb-91ea-21b893b969bd,42,Female,Al Barsha,GRO-358,Rice,Groceries,5,346.2,41.54,1689.46,Wallet,In-Store
TXN-00108,2025-06-14,a8c99de6-bde9-484c-b8d0-1775719fa693,29,Male,Al Barsha,BEA-644,Perfume,Beauty,1,369.27,37.62,331.65,Wallet,Online
TXN-00109,2025-04-12,9d247506-b367-4b8a-ac87-2b6cd3aa2bb3,32,Female,Deira,GRO-361,Fruits,Groceries,3,462.62,43.22,1344.64,Card,Online
TXN-00110,2025-07-01,745e7153-19a9-41ae-935d-9dc16eb7c55a,56,Male,Bur Dubai,BEA-283,Lipstick,Beauty,4,491.6,11.35,1955.05,Card,In-Store
TXN-00111,2025-04-25,575a5c61-d601-4066-bc6f-1009e08d17f7,40,Male,Bur Dubai,ELE-673,Charger,Electronics,2,185.29,49.39,321.19,Card,Online
TXN-00112,2025-01-31,4d214a3c-2442-4dc7-9e40-70b20ad1506b,27,Female,Deira,CLO-378,Shoes,Clothing,1,311.29,35.31,275.98,Card,Online
TXN-00113,2025-06-25,0da7c0aa-2570-4ab1-9db0-6f625bd85ab7,62,Female,Dubai Marina,BEA-626,Lipstick,Beauty,2,298.22,23.64,572.8,Wallet,In-Store
TXN-00114,2025-05-11,3ab488aa-f3da-4d20-96be-044c4181b314,58,Male,Jumeirah,ELE-754,Headphones,Electronics,2,101.64,21.54,181.74,Card,In-Store
TXN-00115,2025-04-10,b485dbd6-b0f8-40ed-b3fa-7ac43bae791f,29,Male,Al Barsha,BEA-299,Nail Polish,Beauty,2,173.88,32.01,315.75,Cash,In-Store
TXN-00116,2025-02-11,a343d759-d23a-4b51-b74d-16512f2dc5da,27,Male,Bur Dubai,CLO-798,T-Shirt,Clothing,1,66.05,2.93,63.12,Cash,In-Store
TXN-00117,2025-04-24,26c45ea0-f629-480b-9d1d-de7e4d633d1d,48,Male,Bur Dubai,HOM-303,Cushion,Home Decor,5,318.96,24.66,1570.14,Card,In-Store
TXN-00118,2025-04-10,be5ea6e8-de0e-42a4-a250-25fbec9d8f24,43,Male,Dubai Marina,HOM-375,Curtains,Home Decor,1,453.79,21.6,432.19,Wallet,Online
TXN-00119,2025-03-04,0d1b8902-fac0-44b2-bd5e-f3e4c48f4c83,38,Male,Al Barsha,GRO-464,Eggs,Groceries,5,168.66,33.38,809.92,Cash,Online
TXN-00120,2025-02-10,7d06b786-a77d-4bfe-ba59-504e41de18fc,45,Female,Deira,HOM-246,Lamp,Home Decor,2,472.11,2.24,941.98,Wallet,Online
TXN-00121,2025-04-23,37b96477-ea45-4e3a-bb16-998e07a055cb,41,Male,Deira,GRO-762,Eggs,Groceries,5,376.39,24.27,1857.68,Wallet,Online
TXN-00122,2025-05-05,ccddc72e-7c09-4298-96e2-bb656e7bae61,35,Male,Jumeirah,HOM-145,Rug,Home Decor,3,202.8,15.14,593.26,Cash,In-Store
TXN-00123,2025-04-24,835202fd-496a-4204-b196-ed7231ebd5fb,30,Male,Jumeirah,ELE-846,Headphones,Electronics,5,260.39,8.25,1293.7,Card,Online
TXN-00124,2025-03-16,7ae943c2-db49-4b6b-b8c0-20d470a7f984,31,Male,Jumeirah,BEA-684,Nail Polish,Beauty,4,214.98,25.87,834.05,Cash,Online
TXN-00125,2025-07-19,7788c7a0-b1d4-4a42-8286-5a3af7eeca9d,36,Female,Al Barsha,ELE-275,Headphones,Electronics,4,326.55,9.26,1296.94,Wallet,Online
TXN-00126,2025-05-06,d27399b7-76e8-4016-b46a-7a78e12800d2,60,Female,Al Barsha,CLO-266,Jacket,Clothing,3,270.44,18.44,792.88,Cash,Online
TXN-00127,2025-06-25,2b2f7798-85dd-4eb4-ad31-4d6872b5e07c,21,Female,Al Barsha,ELE-121,Tablet,Electronics,2,463.32,1.64,925.0,Card,Online
TXN-00128,2025-06-05,bcb4eb9e-5a27-4475-bbdb-ad150b30d6ff,40,Male,Jumeirah,ELE-510,Smartphone,Electronics,5,87.46,34.95,402.35,Card,Online
TXN-00129,2025-02-03,75692106-9b13-4163-9a35-8376c9f8b7d8,31,Male,Al Barsha,CLO-405,T-Shirt,Clothing,3,352.93,27.89,1030.9,Cash,In-Store
TXN-00130,2025-06-17,ceffc6f5-a9f4-4e7a-85da-b9a77ecfd0c9,19,Male,Jumeirah,CLO-462,Dress,Clothing,2,255.41,9.76,501.06,Card,Online
TXN-00131,2025-03-22,0cddd19b-1c46-44bb-8f0d-82116a6ec40c,59,Female,Deira,GRO-866,Milk,Groceries,2,75.47,13.22,137.72,Cash,Online
TXN-00132,2025-02-12,65af7a3f-a639-4b12-968a-0525a0736dba,42,Female,Jumeirah,HOM-830,Lamp,Home Decor,4,446.26,39.83,1745.21,Wallet,Online
TXN-00133,2025-04-25,bb1fbb2d-0fbb-439c-8365-c0e4cdbbffe1,38,Male,Jumeirah,HOM-384,Cushion,Home Decor,2,213.09,35.0,391.18,Card,Online
TXN-00134,2025-07-15,8b434891-b7d8-43f8-b422-49348d4fc11a,61,Female,Al Barsha,GRO-454,Eggs,Groceries,3,154.31,48.37,414.56,Card,Online
TXN-00135,2025-07-08,a9372503-2743-4ef1-a41b-379b919045b5,65,Male,Bur Dubai,HOM-758,Cushion,Home Decor,4,324.13,26.25,1270.27,Cash,In-Store
TXN-00136,2025-03-23,1d698882-4517-4603-a48a-251f048e6bf8,47,Female,Jumeirah,BEA-511,Foundation,Beauty,1,473.45,39.02,434.43,Cash,Online
TXN-00137,2025-04-08,fc82a55e-2a3b-45f8-9cb5-711ed4084dc9,50,Male,Al Barsha,ELE-667,Tablet,Electronics,5,346.56,34.34,1698.46,Wallet,In-Store
TXN-00138,2025-05-11,a1e6d59a-969f-4b01-99dd-120a99f77fee,54,Male,Dubai Marina,BEA-956,Shampoo,Beauty,4,262.37,31.43,1018.05,Cash,Online
TXN-00139,2025-03-06,3e956936-6317-43ce-b075-a6cc88d6f3b8,35,Female,Dubai Marina,ELE-968,Tablet,Electronics,5,458.42,11.57,2280.53,Card,Online
TXN-00140,2025-02-12,a39847f8-d5e0-4226-9aee-66f13067eae7,23,Female,Al Barsha,CLO-427,Shoes,Clothing,5,75.13,40.68,334.97,Cash,Online
TXN-00141,2025-02-20,c61a8c90-b84d-474c-a56b-997c91277a60,40,Female,Jumeirah,HOM-484,Lamp,Home Decor,3,428.61,7.66,1278.17,Wallet,Online
TXN-00142,2025-02-25,04e7a986-6cc2-4159-a357-e760ed490b6c,46,Male,Dubai Marina,ELE-497,Smartphone,Electronics,4,200.73,33.62,769.3,Wallet,Online
TXN-00143,2025-02-25,e997fec4-d2d1-4ad6-b263-3e0ce32ae424,65,Male,Dubai Marina,CLO-384,Dress,Clothing,1,216.83,0.53,216.3,Card,Online
TXN-00144,2025-05-03,e8af1617-faaf-4026-95a9-228d6e1cfe58,35,Male,Jumeirah,HOM-610,Wall Art,Home Decor,4,283.87,45.17,1090.31,Card,In-Store
TXN-00145,2025-06-28,c0168ca1-c51f-4bc3-8bec-e27aec8fa1da,55,Male,Jumeirah,BEA-894,Lipstick,Beauty,1,319.51,18.71,300.8,Cash,In-Store
TXN-00146,2025-06-04,578bdfdd-a898-4d0f-b51e-25793b81fae0,28,Male,Deira,BEA-615,Foundation,Beauty,4,478.14,31.17,1881.39,Cash,In-Store
TXN-00147,2025-02-03,2bdc63cd-c923-40af-b9fc-03da12c9167b,54,Female,Bur Dubai,GRO-453,Eggs,Groceries,4,346.58,25.37,1360.95,Wallet,Online
TXN-00148,2025-03-26,bbe64981-c191-42a0-ac68-61e64d9b5fdb,50,Male,Dubai Marina,GRO-605,Milk,Groceries,1,91.85,42.8,49.05,Card,In-Store
TXN-00149,2025-04-03,e3a66e20-620d-4969-b4ad-6f2598891579,47,Male,Deira,GRO-459,Bread,Groceries,3,273.52,32.19,788.37,Card,In-Store
TXN-00150,2025-01-29,49142fa7-dd2b-4c2f-aa73-14b6550733ec,43,Male,Al Barsha,BEA-547,Lipstick,Beauty,5,367.07,18.81,1816.54,Cash,Online
